species,species_id,colour,region_name,region_code,continent_name,season,season_label,season_pop_pct,peak_pop_pct,range_days_occupation,max_week
Barn Swallow,2,#5ba4cf,Namibia,NAM,Africa,postbreeding_migration,Post-breeding Migration,0.271,1.318,70,2023-12-06
Barn Swallow,2,#5ba4cf,Namibia,NAM,Africa,prebreeding_migration,Pre-breeding Migration,0.644,1.444,84,2023-02-22
Barn Swallow,2,#5ba4cf,Nigeria,NGA,Africa,nonbreeding,Non-breeding,0.021,0.035,35,2023-01-04
Barn Swallow,2,#5ba4cf,Nigeria,NGA,Africa,postbreeding_migration,Post-breeding Migration,0.023,0.095,56,2023-10-25
Barn Swallow,2,#5ba4cf,Nigeria,NGA,Africa,prebreeding_migration,Pre-breeding Migration,0.066,0.179,70,2023-03-08
Barn Swallow,2,#5ba4cf,Nicaragua,NIC,North America,nonbreeding,Non-breeding,0.131,0.196,42,2023-12-20
Barn Swallow,2,#5ba4cf,Nicaragua,NIC,North America,postbreeding_migration,Post-breeding Migration,0.118,0.461,140,2023-09-27
Barn Swallow,2,#5ba4cf,Nicaragua,NIC,North America,prebreeding_migration,Pre-breeding Migration,0.141,0.447,126,2023-04-19
Barn Swallow,2,#5ba4cf,Northern Ireland,NIR,Europe,breeding,Breeding,0.08,0.09,42,2023-06-28
Barn Swallow,2,#5ba4cf,Northern Ireland,NIR,Europe,postbreeding_migration,Post-breeding Migration,0.03,0.084,119,2023-08-30
Barn Swallow,2,#5ba4cf,Northern Ireland,NIR,Europe,prebreeding_migration,Pre-breeding Migration,0.012,0.076,49,2023-05-24
Barn Swallow,2,#5ba4cf,Netherlands,NLD,Europe,breeding,Breeding,0.224,0.296,42,2023-07-05
Barn Swallow,2,#5ba4cf,Netherlands,NLD,Europe,postbreeding_migration,Post-breeding Migration,0.101,0.345,112,2023-07-12
Barn Swallow,2,#5ba4cf,Netherlands,NLD,Europe,prebreeding_migration,Pre-breeding Migration,0.055,0.285,63,2023-05-03
Barn Swallow,2,#5ba4cf,Norway,NOR,Europe,breeding,Breeding,0.146,0.192,42,2023-05-31
Barn Swallow,2,#5ba4cf,Norway,NOR,Europe,postbreeding_migration,Post-breeding Migration,0.063,0.173,105,2023-08-30
Barn Swallow,2,#5ba4cf,Norway,NOR,Europe,prebreeding_migration,Pre-breeding Migration,0.021,0.163,35,2023-05-24
Barn Swallow,2,#5ba4cf,Nepal,NPL,Asia,breeding,Breeding,0.098,0.138,42,2023-06-07
Barn Swallow,2,#5ba4cf,Nepal,NPL,Asia,nonbreeding,Non-breeding,0.072,0.13,42,2023-12-13
Barn Swallow,2,#5ba4cf,Nepal,NPL,Asia,postbreeding_migration,Post-breeding Migration,0.046,0.164,154,2023-09-27
Barn Swallow,2,#5ba4cf,Nepal,NPL,Asia,prebreeding_migration,Pre-breeding Migration,0.042,0.106,126,2023-05-24
Barn Swallow,2,#5ba4cf,Oman,OMN,Asia,nonbreeding,Non-breeding,0.014,0.035,42,2023-01-11
Barn Swallow,2,#5ba4cf,Oman,OMN,Asia,postbreeding_migration,Post-breeding Migration,0.264,0.854,147,2023-09-27
Barn Swallow,2,#5ba4cf,Oman,OMN,Asia,prebreeding_migration,Pre-breeding Migration,0.145,0.835,126,2023-04-26
Barn Swallow,2,#5ba4cf,Pakistan,PAK,Asia,breeding,Breeding,0.11,0.152,42,2023-07-05
Barn Swallow,2,#5ba4cf,Pakistan,PAK,Asia,nonbreeding,Non-breeding,0.526,0.741,42,2023-12-20
Barn Swallow,2,#5ba4cf,Pakistan,PAK,Asia,postbreeding_migration,Post-breeding Migration,0.295,1.045,154,2023-10-25
Barn Swallow,2,#5ba4cf,Pakistan,PAK,Asia,prebreeding_migration,Pre-breeding Migration,0.258,0.508,126,2023-03-01
Barn Swallow,2,#5ba4cf,Panama,PAN,North America,nonbreeding,Non-breeding,0.024,0.045,42,2023-12-13
Barn Swallow,2,#5ba4cf,Panama,PAN,North America,postbreeding_migration,Post-breeding Migration,0.082,0.433,140,2023-09-27
Barn Swallow,2,#5ba4cf,Panama,PAN,North America,prebreeding_migration,Pre-breeding Migration,0.082,0.414,119,2023-04-19
Barn Swallow,2,#5ba4cf,Peru,PER,South America,nonbreeding,Non-breeding,0.132,0.181,42,2023-12-13
Barn Swallow,2,#5ba4cf,Peru,PER,South America,postbreeding_migration,Post-breeding Migration,0.034,0.167,98,2023-11-22
Barn Swallow,2,#5ba4cf,Peru,PER,South America,prebreeding_migration,Pre-breeding Migration,0.113,0.269,112,2023-02-08
Barn Swallow,2,#5ba4cf,Philippines,PHL,Asia,breeding,Breeding,0.298,0.243,42,2023-07-05
Barn Swallow,2,#5ba4cf,Philippines,PHL,Asia,nonbreeding,Non-breeding,7.424,27.969,42,2023-01-18
Barn Swallow,2,#5ba4cf,Philippines,PHL,Asia,postbreeding_migration,Post-breeding Migration,13.191,59.302,154,2023-11-15
Barn Swallow,2,#5ba4cf,Philippines,PHL,Asia,prebreeding_migration,Pre-breeding Migration,1.004,6.572,126,2023-01-25
Barn Swallow,2,#5ba4cf,Poland,POL,Europe,breeding,Breeding,1.528,1.843,42,2023-07-05
Barn Swallow,2,#5ba4cf,Poland,POL,Europe,postbreeding_migration,Post-breeding Migration,1.251,3.707,105,2023-09-06
Barn Swallow,2,#5ba4cf,Poland,POL,Europe,prebreeding_migration,Pre-breeding Migration,0.369,1.743,56,2023-05-03
Barn Swallow,2,#5ba4cf,North Korea,PRK,Asia,breeding,Breeding,0.161,0.211,42,2023-07-05
Barn Swallow,2,#5ba4cf,North Korea,PRK,Asia,postbreeding_migration,Post-breeding Migration,0.252,0.821,140,2023-09-20
Barn Swallow,2,#5ba4cf,North Korea,PRK,Asia,prebreeding_migration,Pre-breeding Migration,0.046,0.167,70,2023-05-24
Barn Swallow,2,#5ba4cf,Portugal,PRT,Europe,breeding,Breeding,0.482,0.535,42,2023-06-28
Barn Swallow,2,#5ba4cf,Portugal,PRT,Europe,postbreeding_migration,Post-breeding Migration,0.075,0.437,154,2023-07-12
Barn Swallow,2,#5ba4cf,Portugal,PRT,Europe,prebreeding_migration,Pre-breeding Migration,0.131,0.358,126,2023-05-24
Barn Swallow,2,#5ba4cf,Paraguay,PRY,South America,nonbreeding,Non-breeding,0.212,0.312,42,2023-12-20
Barn Swallow,2,#5ba4cf,Paraguay,PRY,South America,postbreeding_migration,Post-breeding Migration,0.058,0.365,91,2023-12-06
Barn Swallow,2,#5ba4cf,Paraguay,PRY,South America,prebreeding_migration,Pre-breeding Migration,0.266,0.433,70,2023-03-01
Barn Swallow,2,#5ba4cf,Palestinian Territory,PSX,Asia,breeding,Breeding,0.036,0.062,42,2023-06-21
Barn Swallow,2,#5ba4cf,Palestinian Territory,PSX,Asia,nonbreeding,Non-breeding,0.029,0.064,42,2023-12-20
Barn Swallow,2,#5ba4cf,Palestinian Territory,PSX,Asia,postbreeding_migration,Post-breeding Migration,0.041,0.213,154,2023-09-27
Barn Swallow,2,#5ba4cf,Palestinian Territory,PSX,Asia,prebreeding_migration,Pre-breeding Migration,0.057,0.321,126,2023-04-19
Barn Swallow,2,#5ba4cf,Qatar,QAT,Asia,postbreeding_migration,Post-breeding Migration,0.012,0.05,154,2023-10-25
Barn Swallow,2,#5ba4cf,Qatar,QAT,Asia,prebreeding_migration,Pre-breeding Migration,0.022,0.088,126,2023-04-19
Barn Swallow,2,#5ba4cf,Romania,ROU,Europe,breeding,Breeding,1.523,1.713,42,2023-07-05
Barn Swallow,2,#5ba4cf,Romania,ROU,Europe,postbreeding_migration,Post-breeding Migration,0.932,2.25,98,2023-09-06
Barn Swallow,2,#5ba4cf,Romania,ROU,Europe,prebreeding_migration,Pre-breeding Migration,0.836,1.911,63,2023-04-26
Barn Swallow,2,#5ba4cf,Russia,RUS,Asia,breeding,Breeding,10.34,11.593,42,2023-05-31
Barn Swallow,2,#5ba4cf,Russia,RUS,Asia,postbreeding_migration,Post-breeding Migration,5.602,8.417,98,2023-07-19
Barn Swallow,2,#5ba4cf,Russia,RUS,Asia,prebreeding_migration,Pre-breeding Migration,5.778,11.879,63,2023-05-24
Barn Swallow,2,#5ba4cf,Rwanda,RWA,Africa,nonbreeding,Non-breeding,0.033,0.053,42,2023-12-20
Barn Swallow,2,#5ba4cf,Rwanda,RWA,Africa,postbreeding_migration,Post-breeding Migration,0.013,0.076,154,2023-10-25
Barn Swallow,2,#5ba4cf,Rwanda,RWA,Africa,prebreeding_migration,Pre-breeding Migration,0.026,0.105,126,2023-02-15
Barn Swallow,2,#5ba4cf,Western Sahara,SAH,Africa,nonbreeding,Non-breeding,0.045,0.068,42,2023-01-11
Barn Swallow,2,#5ba4cf,Western Sahara,SAH,Africa,prebreeding_migration,Pre-breeding Migration,0.203,0.366,98,2023-03-22
Barn Swallow,2,#5ba4cf,Saudi Arabia,SAU,Asia,breeding,Breeding,0.032,0.082,35,2023-06-21
Barn Swallow,2,#5ba4cf,Saudi Arabia,SAU,Asia,nonbreeding,Non-breeding,0.025,0.059,35,2023-01-11
Barn Swallow,2,#5ba4cf,Saudi Arabia,SAU,Asia,postbreeding_migration,Post-breeding Migration,1.755,7.303,147,2023-10-25
Barn Swallow,2,#5ba4cf,Saudi Arabia,SAU,Asia,prebreeding_migration,Pre-breeding Migration,2.396,8.028,126,2023-04-19
Barn Swallow,2,#5ba4cf,Scotland,SCT,Europe,breeding,Breeding,0.249,0.275,42,2023-05-31
Barn Swallow,2,#5ba4cf,Scotland,SCT,Europe,postbreeding_migration,Post-breeding Migration,0.082,0.243,133,2023-07-12
Barn Swallow,2,#5ba4cf,Scotland,SCT,Europe,prebreeding_migration,Pre-breeding Migration,0.032,0.247,49,2023-05-24
Barn Swallow,2,#5ba4cf,Sudan,SDN,Africa,nonbreeding,Non-breeding,0.398,0.415,14,2023-12-13
Barn Swallow,2,#5ba4cf,Sudan,SDN,Africa,postbreeding_migration,Post-breeding Migration,1.819,3.487,112,2023-11-01
Barn Swallow,2,#5ba4cf,Sudan,SDN,Africa,prebreeding_migration,Pre-breeding Migration,0.079,0.275,77,2023-03-15
Barn Swallow,2,#5ba4cf,South Sudan,SDS,Africa,nonbreeding,Non-breeding,1.585,1.741,42,2023-12-20
Barn Swallow,2,#5ba4cf,South Sudan,SDS,Africa,postbreeding_migration,Post-breeding Migration,1.141,2.671,140,2023-11-22
Barn Swallow,2,#5ba4cf,South Sudan,SDS,Africa,prebreeding_migration,Pre-breeding Migration,0.625,1.62,112,2023-03-01
Barn Swallow,2,#5ba4cf,Senegal,SEN,Africa,nonbreeding,Non-breeding,0.011,0.031,42,2023-01-04
Barn Swallow,2,#5ba4cf,Senegal,SEN,Africa,prebreeding_migration,Pre-breeding Migration,0.05,0.258,112,2023-04-12
Barn Swallow,2,#5ba4cf,Sierra Leone,SLE,Africa,nonbreeding,Non-breeding,0.091,0.165,42,2023-01-04
Barn Swallow,2,#5ba4cf,Sierra Leone,SLE,Africa,postbreeding_migration,Post-breeding Migration,0.02,0.091,63,2023-10-25
Barn Swallow,2,#5ba4cf,Sierra Leone,SLE,Africa,prebreeding_migration,Pre-breeding Migration,0.012,0.03,56,2023-01-25
Barn Swallow,2,#5ba4cf,El Salvador,SLV,North America,nonbreeding,Non-breeding,0.085,0.116,42,2023-12-20
Barn Swallow,2,#5ba4cf,El Salvador,SLV,North America,postbreeding_migration,Post-breeding Migration,0.016,0.09,147,2023-11-22
Barn Swallow,2,#5ba4cf,El Salvador,SLV,North America,prebreeding_migration,Pre-breeding Migration,0.067,0.166,126,2023-03-22
Barn Swallow,2,#5ba4cf,Somaliland,SOL,Africa,postbreeding_migration,Post-breeding Migration,0.102,0.243,105,2023-11-01
Barn Swallow,2,#5ba4cf,Somaliland,SOL,Africa,prebreeding_migration,Pre-breeding Migration,0.018,0.043,84,2023-04-05
Barn Swallow,2,#5ba4cf,Somalia,SOM,Africa,nonbreeding,Non-breeding,1.341,1.607,42,2023-12-20
Barn Swallow,2,#5ba4cf,Somalia,SOM,Africa,postbreeding_migration,Post-breeding Migration,0.37,0.678,63,2023-11-22
Barn Swallow,2,#5ba4cf,Somalia,SOM,Africa,prebreeding_migration,Pre-breeding Migration,0.78,1.041,49,2023-02-01
Barn Swallow,2,#5ba4cf,Serbia,SRB,Europe,breeding,Breeding,0.513,0.638,42,2023-07-05
Barn Swallow,2,#5ba4cf,Serbia,SRB,Europe,postbreeding_migration,Post-breeding Migration,0.243,0.662,105,2023-09-06
Barn Swallow,2,#5ba4cf,Serbia,SRB,Europe,prebreeding_migration,Pre-breeding Migration,0.127,0.512,63,2023-05-03
Barn Swallow,2,#5ba4cf,Suriname,SUR,South America,prebreeding_migration,Pre-breeding Migration,0.015,0.063,84,2023-03-22
Barn Swallow,2,#5ba4cf,Slovakia,SVK,Europe,breeding,Breeding,0.218,0.297,42,2023-07-05
Barn Swallow,2,#5ba4cf,Slovakia,SVK,Europe,postbreeding_migration,Post-breeding Migration,0.109,0.421,105,2023-07-19
Barn Swallow,2,#5ba4cf,Slovakia,SVK,Europe,prebreeding_migration,Pre-breeding Migration,0.052,0.269,63,2023-05-17
Barn Swallow,2,#5ba4cf,Slovenia,SVN,Europe,breeding,Breeding,0.064,0.093,42,2023-07-05
Barn Swallow,2,#5ba4cf,Slovenia,SVN,Europe,postbreeding_migration,Post-breeding Migration,0.023,0.083,105,2023-07-12
Barn Swallow,2,#5ba4cf,Slovenia,SVN,Europe,prebreeding_migration,Pre-breeding Migration,0.018,0.092,77,2023-04-26
Barn Swallow,2,#5ba4cf,Sweden,SWE,Europe,breeding,Breeding,0.576,0.804,42,2023-05-31
Barn Swallow,2,#5ba4cf,Sweden,SWE,Europe,postbreeding_migration,Post-breeding Migration,0.287,0.887,105,2023-08-30
Barn Swallow,2,#5ba4cf,Sweden,SWE,Europe,prebreeding_migration,Pre-breeding Migration,0.12,0.806,35,2023-05-24
Barn Swallow,2,#5ba4cf,Swaziland,SWZ,Africa,nonbreeding,Non-breeding,0.226,0.49,42,2023-01-11
Barn Swallow,2,#5ba4cf,Swaziland,SWZ,Africa,postbreeding_migration,Post-breeding Migration,0.014,0.062,77,2023-11-08
Barn Swallow,2,#5ba4cf,Swaziland,SWZ,Africa,prebreeding_migration,Pre-breeding Migration,0.083,0.288,98,2023-02-01
Barn Swallow,2,#5ba4cf,Syria,SYR,Asia,breeding,Breeding,1.018,1.282,42,2023-06-21
Barn Swallow,2,#5ba4cf,Syria,SYR,Asia,nonbreeding,Non-breeding,0.04,0.061,42,2023-12-13
Barn Swallow,2,#5ba4cf,Syria,SYR,Asia,postbreeding_migration,Post-breeding Migration,0.547,1.733,154,2023-09-20
Barn Swallow,2,#5ba4cf,Syria,SYR,Asia,prebreeding_migration,Pre-breeding Migration,0.836,1.939,126,2023-04-26
Barn Swallow,2,#5ba4cf,Thailand,THA,Asia,breeding,Breeding,0.153,0.378,42,2023-07-05
Barn Swallow,2,#5ba4cf,Thailand,THA,Asia,nonbreeding,Non-breeding,4.392,7.443,42,2023-12-20
Barn Swallow,2,#5ba4cf,Thailand,THA,Asia,postbreeding_migration,Post-breeding Migration,1.197,5.448,154,2023-11-01
Barn Swallow,2,#5ba4cf,Thailand,THA,Asia,prebreeding_migration,Pre-breeding Migration,2.365,6.009,126,2023-03-08
Barn Swallow,2,#5ba4cf,Tajikistan,TJK,Asia,breeding,Breeding,0.13,0.216,42,2023-07-05
Barn Swallow,2,#5ba4cf,Tajikistan,TJK,Asia,postbreeding_migration,Post-breeding Migration,0.035,0.178,112,2023-07-12
Barn Swallow,2,#5ba4cf,Tajikistan,TJK,Asia,prebreeding_migration,Pre-breeding Migration,0.036,0.09,84,2023-05-24
Barn Swallow,2,#5ba4cf,Turkmenistan,TKM,Asia,breeding,Breeding,2.651,3.505,42,2023-06-28
Barn Swallow,2,#5ba4cf,Turkmenistan,TKM,Asia,postbreeding_migration,Post-breeding Migration,0.748,1.999,112,2023-07-12
Barn Swallow,2,#5ba4cf,Turkmenistan,TKM,Asia,prebreeding_migration,Pre-breeding Migration,0.654,2.105,84,2023-05-24
Barn Swallow,2,#5ba4cf,Tunisia,TUN,Africa,breeding,Breeding,0.082,0.114,42,2023-06-14
Barn Swallow,2,#5ba4cf,Tunisia,TUN,Africa,postbreeding_migration,Post-breeding Migration,0.1,0.215,112,2023-09-20
Barn Swallow,2,#5ba4cf,Tunisia,TUN,Africa,prebreeding_migration,Pre-breeding Migration,0.183,0.522,98,2023-04-19
Barn Swallow,2,#5ba4cf,Turkey,TUR,Asia,breeding,Breeding,3.044,3.854,42,2023-05-31
Barn Swallow,2,#5ba4cf,Turkey,TUR,Asia,postbreeding_migration,Post-breeding Migration,1.831,6.476,147,2023-09-20
Barn Swallow,2,#5ba4cf,Turkey,TUR,Asia,prebreeding_migration,Pre-breeding Migration,1.907,5.279,91,2023-05-10
Barn Swallow,2,#5ba4cf,Taiwan,TWN,Asia,breeding,Breeding,0.103,0.193,42,2023-07-05
Barn Swallow,2,#5ba4cf,Taiwan,TWN,Asia,nonbreeding,Non-breeding,0.167,0.263,42,2023-12-20
Barn Swallow,2,#5ba4cf,Taiwan,TWN,Asia,postbreeding_migration,Post-breeding Migration,0.328,1.055,154,2023-08-30
Barn Swallow,2,#5ba4cf,Taiwan,TWN,Asia,prebreeding_migration,Pre-breeding Migration,0.071,0.145,126,2023-04-19
Barn Swallow,2,#5ba4cf,United Republic of Tanzania,TZA,Africa,nonbreeding,Non-breeding,3.232,4.311,42,2023-01-04
Barn Swallow,2,#5ba4cf,United Republic of Tanzania,TZA,Africa,postbreeding_migration,Post-breeding Migration,1.228,4.492,154,2023-11-01
Barn Swallow,2,#5ba4cf,United Republic of Tanzania,TZA,Africa,prebreeding_migration,Pre-breeding Migration,3.041,8.464,119,2023-02-01
Barn Swallow,2,#5ba4cf,Uganda,UGA,Africa,nonbreeding,Non-breeding,1.222,1.733,42,2023-12-20
Barn Swallow,2,#5ba4cf,Uganda,UGA,Africa,postbreeding_migration,Post-breeding Migration,0.379,1.726,154,2023-11-01
Barn Swallow,2,#5ba4cf,Uganda,UGA,Africa,prebreeding_migration,Pre-breeding Migration,0.848,3.433,126,2023-02-22
Barn Swallow,2,#5ba4cf,Ukraine,UKR,Europe,breeding,Breeding,3.606,4.106,42,2023-05-31
Barn Swallow,2,#5ba4cf,Ukraine,UKR,Europe,postbreeding_migration,Post-breeding Migration,2.676,4.32,98,2023-09-06
Barn Swallow,2,#5ba4cf,Ukraine,UKR,Europe,prebreeding_migration,Pre-breeding Migration,2.091,4.328,56,2023-05-17
Barn Swallow,2,#5ba4cf,Uruguay,URY,South America,nonbreeding,Non-breeding,0.026,0.038,42,2023-12-20
Barn Swallow,2,#5ba4cf,United States,USA,North America,breeding,Breeding,12.299,13.457,42,2023-06-07
Barn Swallow,2,#5ba4cf,United States,USA,North America,postbreeding_migration,Post-breeding Migration,4.193,11.487,154,2023-07-12
Barn Swallow,2,#5ba4cf,United States,USA,North America,prebreeding_migration,Pre-breeding Migration,2.327,12.62,119,2023-05-24
Barn Swallow,2,#5ba4cf,Uzbekistan,UZB,Asia,breeding,Breeding,2.187,2.474,42,2023-06-21
Barn Swallow,2,#5ba4cf,Uzbekistan,UZB,Asia,postbreeding_migration,Post-breeding Migration,0.788,2.212,112,2023-09-27
Barn Swallow,2,#5ba4cf,Uzbekistan,UZB,Asia,prebreeding_migration,Pre-breeding Migration,0.742,2.199,84,2023-05-24
Barn Swallow,2,#5ba4cf,Venezuela,VEN,South America,nonbreeding,Non-breeding,0.204,0.199,42,2023-12-13
Barn Swallow,2,#5ba4cf,Venezuela,VEN,South America,postbreeding_migration,Post-breeding Migration,0.033,0.085,147,2023-09-20
Barn Swallow,2,#5ba4cf,Venezuela,VEN,South America,prebreeding_migration,Pre-breeding Migration,0.451,1.473,126,2023-03-22
Barn Swallow,2,#5ba4cf,Vietnam,VNM,Asia,breeding,Breeding,0.093,0.186,42,2023-07-05
Barn Swallow,2,#5ba4cf,Vietnam,VNM,Asia,nonbreeding,Non-breeding,0.975,1.302,42,2023-12-20
Barn Swallow,2,#5ba4cf,Vietnam,VNM,Asia,postbreeding_migration,Post-breeding Migration,0.324,1.307,154,2023-11-29
Barn Swallow,2,#5ba4cf,Vietnam,VNM,Asia,prebreeding_migration,Pre-breeding Migration,0.635,1.301,126,2023-03-08
Barn Swallow,2,#5ba4cf,Wales,WLS,Europe,breeding,Breeding,0.07,0.084,42,2023-07-05
Barn Swallow,2,#5ba4cf,Wales,WLS,Europe,postbreeding_migration,Post-breeding Migration,0.039,0.122,147,2023-09-06
Barn Swallow,2,#5ba4cf,Wales,WLS,Europe,prebreeding_migration,Pre-breeding Migration,0.014,0.084,63,2023-05-10
Barn Swallow,2,#5ba4cf,Yemen,YEM,Asia,postbreeding_migration,Post-breeding Migration,0.288,1.006,126,2023-10-25
Barn Swallow,2,#5ba4cf,Yemen,YEM,Asia,prebreeding_migration,Pre-breeding Migration,0.158,0.765,98,2023-04-05
Barn Swallow,2,#5ba4cf,South Africa,ZAF,Africa,nonbreeding,Non-breeding,12.862,23.124,42,2023-01-11
Barn Swallow,2,#5ba4cf,South Africa,ZAF,Africa,postbreeding_migration,Post-breeding Migration,4.293,33.9,98,2023-11-29
Barn Swallow,2,#5ba4cf,South Africa,ZAF,Africa,prebreeding_migration,Pre-breeding Migration,5.644,13.4,112,2023-02-08
Barn Swallow,2,#5ba4cf,Zambia,ZMB,Africa,nonbreeding,Non-breeding,2.875,4.566,42,2023-01-04
Barn Swallow,2,#5ba4cf,Zambia,ZMB,Africa,postbreeding_migration,Post-breeding Migration,1.192,5.457,84,2023-11-01
Barn Swallow,2,#5ba4cf,Zambia,ZMB,Africa,prebreeding_migration,Pre-breeding Migration,4.609,13.692,91,2023-03-29
Barn Swallow,2,#5ba4cf,Zimbabwe,ZWE,Africa,nonbreeding,Non-breeding,2.124,3.725,42,2023-01-11
Barn Swallow,2,#5ba4cf,Zimbabwe,ZWE,Africa,postbreeding_migration,Post-breeding Migration,0.385,1.559,84,2023-11-01
Barn Swallow,2,#5ba4cf,Zimbabwe,ZWE,Africa,prebreeding_migration,Pre-breeding Migration,2.015,6.632,98,2023-03-29
Upland Sandpiper,3,#57a773,Argentina,ARG,South America,nonbreeding,Non-breeding,85.042,93.605,126,2023-01-11
Upland Sandpiper,3,#57a773,Argentina,ARG,South America,postbreeding_migration,Post-breeding Migration,5.146,52.529,42,2023-10-25
Upland Sandpiper,3,#57a773,Argentina,ARG,South America,prebreeding_migration,Pre-breeding Migration,63.623,91.828,42,2023-03-15
Upland Sandpiper,3,#57a773,Belize,BLZ,North America,prebreeding_migration,Pre-breeding Migration,0.015,0.156,42,2023-04-19
Upland Sandpiper,3,#57a773,Bolivia,BOL,South America,postbreeding_migration,Post-breeding Migration,11.061,70.233,56,2023-09-27
Upland Sandpiper,3,#57a773,Bolivia,BOL,South America,prebreeding_migration,Pre-breeding Migration,0.064,0.156,14,2023-03-22
Upland Sandpiper,3,#57a773,Brazil,BRA,South America,nonbreeding,Non-breeding,2.637,10.046,119,2023-11-08
Upland Sandpiper,3,#57a773,Brazil,BRA,South America,postbreeding_migration,Post-breeding Migration,3.773,16.271,49,2023-10-04
Upland Sandpiper,3,#57a773,Brazil,BRA,South America,prebreeding_migration,Pre-breeding Migration,3.025,3.064,14,2023-03-08
Upland Sandpiper,3,#57a773,Canada,CAN,North America,breeding,Breeding,18.195,20.37,42,2023-06-28
Upland Sandpiper,3,#57a773,Canada,CAN,North America,postbreeding_migration,Post-breeding Migration,4.726,20.994,56,2023-07-05
Upland Sandpiper,3,#57a773,Canada,CAN,North America,prebreeding_migration,Pre-breeding Migration,1.722,20.548,28,2023-05-17
Upland Sandpiper,3,#57a773,Chile,CHL,South America,prebreeding_migration,Pre-breeding Migration,1.231,3.408,35,2023-04-05
Upland Sandpiper,3,#57a773,Colombia,COL,South America,prebreeding_migration,Pre-breeding Migration,0.443,1.864,35,2023-04-05
Upland Sandpiper,3,#57a773,Ecuador,ECU,South America,postbreeding_migration,Post-breeding Migration,0.013,0.426,28,2023-09-20
Upland Sandpiper,3,#57a773,Guatemala,GTM,North America,prebreeding_migration,Pre-breeding Migration,0.016,0.201,28,2023-04-12
Upland Sandpiper,3,#57a773,Mexico,MEX,North America,postbreeding_migration,Post-breeding Migration,7.848,14.488,63,2023-09-06
Upland Sandpiper,3,#57a773,Mexico,MEX,North America,prebreeding_migration,Pre-breeding Migration,0.266,2.522,42,2023-04-12
Upland Sandpiper,3,#57a773,Peru,PER,South America,postbreeding_migration,Post-breeding Migration,0.25,1.663,56,2023-09-27
Upland Sandpiper,3,#57a773,Peru,PER,South America,prebreeding_migration,Pre-breeding Migration,0.043,0.083,21,2023-03-22
Upland Sandpiper,3,#57a773,Paraguay,PRY,South America,nonbreeding,Non-breeding,0.963,4.164,126,2023-11-01
Upland Sandpiper,3,#57a773,Paraguay,PRY,South America,postbreeding_migration,Post-breeding Migration,2.984,21.05,49,2023-10-11
Upland Sandpiper,3,#57a773,Paraguay,PRY,South America,prebreeding_migration,Pre-breeding Migration,0.633,1.024,28,2023-03-22
Upland Sandpiper,3,#57a773,El Salvador,SLV,North America,postbreeding_migration,Post-breeding Migration,0.015,0.49,42,2023-09-20
Upland Sandpiper,3,#57a773,Uruguay,URY,South America,nonbreeding,Non-breeding,11.358,41.474,126,2023-11-22
Upland Sandpiper,3,#57a773,Uruguay,URY,South America,postbreeding_migration,Post-breeding Migration,1.851,23.889,28,2023-10-25
Upland Sandpiper,3,#57a773,Uruguay,URY,South America,prebreeding_migration,Pre-breeding Migration,5.862,14.667,28,2023-03-08
Upland Sandpiper,3,#57a773,United States,USA,North America,breeding,Breeding,81.805,84.131,42,2023-06-14
Upland Sandpiper,3,#57a773,United States,USA,North America,postbreeding_migration,Post-breeding Migration,62.309,95.978,98,2023-08-09
Upland Sandpiper,3,#57a773,United States,USA,North America,prebreeding_migration,Pre-breeding Migration,23.048,99.298,63,2023-05-03
Red Knot,4,#b07fd4,Aland,ALD,Europe,postbreeding_migration,Post-breeding Migration,0.046,0.269,84,2023-07-19
Red Knot,4,#b07fd4,Aland,ALD,Europe,prebreeding_migration,Pre-breeding Migration,0.021,0.131,21,2023-05-31
Red Knot,4,#b07fd4,Argentina,ARG,South America,nonbreeding,Non-breeding,3.498,4.678,63,2023-02-08
Red Knot,4,#b07fd4,Argentina,ARG,South America,postbreeding_migration,Post-breeding Migration,0.953,4.03,35,2023-12-20
Red Knot,4,#b07fd4,Argentina,ARG,South America,prebreeding_migration,Pre-breeding Migration,1.522,14.684,63,2023-03-22
Red Knot,4,#b07fd4,Australia,AUS,Oceania,breeding,Breeding,11.002,21.728,28,2023-07-05
Red Knot,4,#b07fd4,Australia,AUS,Oceania,nonbreeding,Non-breeding,4.68,7.262,63,2023-02-22
Red Knot,4,#b07fd4,Australia,AUS,Oceania,postbreeding_migration,Post-breeding Migration,6.59,23.302,154,2023-11-08
Red Knot,4,#b07fd4,Australia,AUS,Oceania,prebreeding_migration,Pre-breeding Migration,2.473,20.22,84,2023-04-05
Red Knot,4,#b07fd4,Belgium,BEL,Europe,nonbreeding,Non-breeding,0.071,0.112,63,2023-01-18
Red Knot,4,#b07fd4,Belgium,BEL,Europe,postbreeding_migration,Post-breeding Migration,0.02,0.066,161,2023-11-29
Red Knot,4,#b07fd4,Brazil,BRA,South America,postbreeding_migration,Post-breeding Migration,0.337,1.636,49,2023-09-20
Red Knot,4,#b07fd4,Brazil,BRA,South America,prebreeding_migration,Pre-breeding Migration,0.34,6.822,42,2023-04-05
Red Knot,4,#b07fd4,Canada,CAN,North America,breeding,Breeding,20.813,23.201,28,2023-06-28
Red Knot,4,#b07fd4,Canada,CAN,North America,postbreeding_migration,Post-breeding Migration,10.433,20.268,112,2023-07-26
